关系类型,人物1,人物2,方向,章节,上下文
君臣,意,意,→,105_扁鹊仓公列传,  ### [3.14] @菑川@@王美人@不乳案  @菑川王@$美人$怀子而不乳，来召臣@意@。臣@意@往，饮以莨锽药一撮，以酒饮之，旋乳。臣@意@复诊其脉，而脉躁。躁者有馀病，即饮以消石一齐，出血
君臣,王蹶上案,意,→,105_扁鹊仓公列传,"愈顺。愈顺者，人尚肥也。奴之病得之流汗数出，於火@而以@出见大风也。  ### [3.16] @菑川@王蹶上案  @菑川王@病，召臣@意@诊脉，曰：""蹶上为重，头痛身热，使人烦懑。""臣@意@即以寒水拊"
君臣,肾痺案,意,→,105_扁鹊仓公列传,之沐发未乾而卧。诊如前，所以蹶，头热至肩。  ### [3.17] @齐王@黄姬兄@黄长卿@家@宋建@肾痺案  @齐王@$黄姬$兄@黄长卿@家有酒召客，召臣@意@。诸客坐，未上食。臣@意@望见@王后弟
君臣,侍者,意,→,105_扁鹊仓公列传,"汤使服之，%十八日%所而病愈。  ### [3.18] @济北王@侍者@韩女@月事不下案  @济北王@侍者@韩女@病要背痛，寒热，众医皆以为寒热也。臣@意@诊脉，曰：""内寒，月事不下也。""即窜以药，旋"
君臣,薄吾,意,→,105_扁鹊仓公列传,"欲男子不可得也。  ### [3.19] =临菑==氾里=女子@薄吾@蛲瘕案  =临菑==氾里=女子@薄吾@病甚，众医皆以为寒热笃，【当死】，不治。臣@意@诊其脉，曰：""蛲瘕。""蛲瘕为病，腹大，上肤黄"
君臣,$侍医$遂服五石发痈案,意,→,105_扁鹊仓公列传,"，养喜阳处者逆死""。其人喜自静，不躁，又久安坐，伏几而寐，故血下泄。  ### [3.22] @齐王@$侍医$遂服五石发痈案  @齐王@$侍医$@遂@病，自练五石服之。臣@意@往过之，@遂@谓@意@曰"
君臣,遂,意,→,105_扁鹊仓公列传,".22] @齐王@$侍医$遂服五石发痈案  @齐王@$侍医$@遂@病，自练五石服之。臣@意@往过之，@遂@谓@意@曰：""不肖有病，幸诊@遂@也。""臣@意@即诊之，告曰：""公病中热。论曰""中热不溲者，不"
君臣,齐王,意,→,105_扁鹊仓公列传,必有经纪。拙工有一不习，文理^阴阳^失矣。  ### [3.23] @齐王@故为$阳虚侯$时痺案  @齐王@故为$阳虚侯$时，病甚，众医皆以为蹶。臣@意@诊脉，以为痺，根在右胁下，大如覆杯，令人喘，逆
君臣,尝诊=安阳==武都里=,意,→,105_扁鹊仓公列传,时不能识其经解，大识其病所在。  ### [3.24] =安阳==武都里=@成开方@沓风案  臣@意@尝诊=安阳==武都里=@成开方@，@开方@自言以为不病，臣@意@谓之病苦沓风，%三岁%四支不能自用
君臣,、,意,→,105_扁鹊仓公列传,"死生，论药用所宜，诸侯王大臣有尝问@意@者不？及@文王@病时，不求@意@诊治，何故？""对曰：""@赵王@、@胶西王@、@济南王@、@吴王@皆使人来召臣@意@，臣@意@不敢往。@文王@病时，臣@意@家贫，"
君臣,文王,意,→,105_扁鹊仓公列传,"### [4.4] 论@文王@病  问臣@意@：""知@文王@所以得病不起之状？""臣@意@对曰：""不见@文王@病，然窃闻@文王@病喘，头痛，目不明。臣@意@心论之，以为非病也。以为肥而蓄精，身体不得摇，"
君臣,闻=菑川==唐里=$公孙$,意,→,105_扁鹊仓公列传,不闻师@庆@为方善也。@意@所以知@庆@者，@意@少时好诸方事，臣@意@试其方，皆多验，精良。臣@意@闻=菑川==唐里=$公孙$@光@善为古传方，臣@意@即往谒之。得见事之，受方化^阴阳^及传语法，臣
君臣,"方不？何县里人？""对曰：""=临菑=人",意,→,105_扁鹊仓公列传,"故爱@意@也。""  ### [4.6] 论弟子  问臣@意@曰：""吏民尝有事学@意@方，及毕尽得@意@方不？何县里人？""对曰：""=临菑=人@宋邑@。@邑@学，臣@意@教以五诊，%岁馀%。@济北王@遣$"
君臣,菑川王,意,→,105_扁鹊仓公列传,@学，臣@意@教以经脉高下及奇络结，当论俞所居，及气当上下出入邪逆顺，以宜鑱石，定砭灸处，%岁馀%。@菑川王@时遣$太仓马长$@冯信@正方，臣@意@教以案法逆顺，论药法，定五味及和齐汤法。$高永侯家丞
君臣,杜信,意,→,105_扁鹊仓公列传,菑川王@时遣$太仓马长$@冯信@正方，臣@意@教以案法逆顺，论药法，定五味及和齐汤法。$高永侯家丞$@杜信@，喜脉，来学，臣@意@教以上下经脉五诊，%二岁馀%。=临菑==召里=@唐安@来学，臣@意@教
君臣,唐安,意,→,105_扁鹊仓公列传,"和齐汤法。$高永侯家丞$@杜信@，喜脉，来学，臣@意@教以上下经脉五诊，%二岁馀%。=临菑==召里=@唐安@来学，臣@意@教以五诊上下经脉，奇咳，%四时%应^阴阳^重，未成，除为@齐王@$侍医$。"" "
君臣,昌,昌,任,130_太史公自序,诸侯之相王，王@卬@於&殷&。&汉&之伐&楚&，@卬@归&汉&，以其地为=河内郡=。  [1.5] @昌@生@无泽@，@无泽@为&汉&$巿长$。@无泽@生@喜@，@喜@为$五大夫$，卒，皆葬=高门=。
君臣,齐宣王,孟轲,→,074_孟子荀卿列传,"曰""放於利而行，多怨""。自$天子$至於庶人，好利之弊何以异哉！  ## @孟轲@游说不遇  [1] @孟轲@，驺人也。受业@子思@之门人。道既通，游事@齐宣王@，@宣王@不能用。適梁，梁@惠王@不果所"
君臣,韩信,韩信,任,094_田儋列传,信@已杀@龙且@，因令@曹参@进兵破杀@田既@於&胶东&，使@灌婴@破杀&齐&将@田吸@於=千乘=。@韩信@遂平&齐&，乞自立为&齐&$假王$，&汉&因而立之。  ## @田横@入海称义  [11] 
君臣,共公朔,$弑其父$,→,036_陈杞世家,@。@穆公@%五年%，@齐桓公@卒。%十六年%，@晋文公@败&楚&师于=城濮=。是岁，@穆公@卒，子@共公朔@立。@共公@%六年%，&楚&$太子$@商臣@$弑其父$@成王@代立，是为@穆王@。%十一年
君臣,重耳,成子,→,039_晋世家,"，报劳臣，而怀女德，窃为子羞之。且不求，何时得功？""乃与@赵衰@等谋，醉@重耳@，载以行。行远而觉，@重耳@大怒，引戈欲杀@咎犯@。@咎犯@曰：""杀臣@成子@，偃之原也。""@重耳@曰：""事不成，我食舅"
君臣,伏生,伏生,任,121_儒林列传,言^诗^者由@韩生@。@韩生@孙@商@为@今上@$博士$。  ## @伏生@传$尚书$  [13] @伏生@者，=济南=人也。故为&秦&$博士$。@孝文帝@时，欲求能治^尚书^者，〔天下〕无有，乃闻@
君臣,桓生,桓生,任,121_儒林列传,颇能，未善也。@襄@以^容^为&汉&$礼官大夫$，至$广陵内史$。@延@及@徐氏@弟子@公户满意@、@桓生@、@单次@，皆尝为&汉&$礼官大夫$。而=瑕丘=@萧奋@以^礼^为$淮阳太守$。是後能言^礼
君臣,去病,去病,→,060_三王世家,"# [0] &三王&世家  ## 群臣奏请封王  [1] ""大司*马*臣@去病@昧死再拜上疏$皇帝$陛下：陛下过听，使臣@去病@待罪行间。宜专边塞之思虑，暴骸中野无以报，乃敢惟他议以干用事者，诚见陛下"
君臣,平王,无忌,→,066_伍子胥列传,"美，王可自取，而更为太子取妇。""@平王@遂自取=秦=女而绝爱幸之，生子轸。更为太子取妇。  [3] @无忌@既以=秦=女自媚於@平王@，因去太子而事@平王@。恐%一旦%@平王@卒而太子立，杀己，乃因谗"
君臣,项梁,、,→,008_高祖本纪, @怀王遣将入关@  ### @怀王遣将入关@  [17.1] &秦&%二世三年%，&楚&$怀王$见@项梁@军破，恐，徙=盱台=都=彭城=，并@吕臣@、@项羽@军自将之。  [17.2] 以$沛公$为
君臣,子；次&梁&王,子；次&梁&王,任,008_高祖本纪,惠$，@吕后@子；次@戚夫人@子&赵&$隐王$@如意@；次&代&王@恆@，已立为$孝文帝$，@薄太后@子；次&梁&王@恢@，@吕太后@时徙为&赵&$共王$；次$淮阳王$@友@，@吕太后@时徙为&赵&$
君臣,友,友,任,008_高祖本纪,恆@，已立为$孝文帝$，@薄太后@子；次&梁&王@恢@，@吕太后@时徙为&赵&$共王$；次$淮阳王$@友@，@吕太后@时徙为&赵&$幽王$；次$淮南厉王$@长@；次&燕&王@建@。  ## @太史公@
君臣,文公,$弑其父$$,→,038_宋微子世家,$伐&宋&，&宋&告急於&晋&。%五年%，&晋&$@文公@$救&宋&，&楚&兵去。%九年%，&晋&$@文公@$卒。%十一年%，&楚&$太子$@商臣@$弑其父$$@成王@$代立。%十六年%，&秦&$@穆
君臣,毁,毁,任,038_宋微子世家,$%二年%，诸侯伐&宋&，至郊而去。%三年%，&齐&$@桓公@$始霸。%二十三年%，迎&卫&$公子$@毁@於&齐&，立之，是为&卫&$@文公@$。$@文公@$女弟为$@桓公@$$夫人$。&秦&$@穆公
君臣,孝惠帝,自破,→,095_樊郦滕灌列传,一，郡二，县五十二，得将军%二人%，$柱国$、$相国$各一人，^二千石^%十人%。  [32] @婴@自破@布@归，@高帝@崩，@婴@以@列侯@事@孝惠帝@及@吕太后@。@太后@崩，@吕禄@等以&赵&
君臣,子婴,李牧,→,088_蒙恬列传,"赵高@亲近,%日夜%毁恶@蒙@氏,求其罪过,举劾之。  ## [7] @子婴@进谏  [7.1] $@子婴@$进谏曰:""臣闻故$@赵王迁@$杀其良臣@李牧@而用@颜聚@,&燕&王$@喜@$阴用@荆轲@"
君臣,李斯,始皇,→,088_蒙恬列传,"年冬%,行出游=会稽=,并海上,北走=琅邪=。道病,使@蒙毅@还祷=山川=,未反。  [4.3] $@始皇@$至=沙丘=崩,祕之,群臣莫知。是时$丞相@李斯@$、$公子@胡亥@$、$中车府令@赵高@$"
君臣,李斯,蒙毅,→,088_蒙恬列传,"丞相@李斯@$、$公子@胡亥@$、$中车府令@赵高@$常从。@高@雅得幸於$@胡亥@$,欲立之,又怨@蒙毅@^法^治之而不为己也。因有贼心,乃与$丞相@李斯@$、$公子@胡亥@$阴谋,立$@胡亥@$为"
君臣,"$%二十三年%,","$%二十三年%,",任,088_蒙恬列传,"%,@蒙骜@卒。  [1.3] @骜@子曰@武@,@武@子曰@恬@。@恬@尝书狱典$文学$。$@始皇@$%二十三年%,@蒙武@为&秦&$裨将军$,与@王翦@攻&楚&,大破之,杀@项燕@。%二十四年%,"
君臣,逸,福,→,118_淮南衡山列传,"淮南王$至=长安=。  [3] ""$丞相$臣@张仓@、$典客$臣@冯敬@、行$御史大夫$事$宗正$臣@逸@、$廷尉$臣@贺@、备盗贼$中尉$臣@福@昧死言：$淮南王$@长@废先帝法，不听$天子$诏，居"
君臣,列侯,婴,→,118_淮南衡山列传,"@列侯@$二千石$议。""  [5] ""臣@仓@、臣@敬@、臣@逸@、臣@福@、臣@贺@昧死言：臣谨与@列侯@吏$二千石$臣@婴@等四十%三人%议，皆曰'@长@不奉^法度^，不听$天子$诏，乃阴聚徒党及"
君臣,始皇帝,文王,→,079_范睢蔡泽列传,=秦=%数月%，人或恶之，惧诛，乃谢病归相*印*，号为纲@成君@。居=秦=%十馀年%，事@昭王@、孝@文王@、庄@襄王@。卒事@始皇帝@，为=秦=使於=燕=，%三年%而=燕=使太子丹入质於=秦=。  
君臣,穰侯,范睢,→,079_范睢蔡泽列传,入@咸阳@避@穰侯@  [4] @王稽@辞=魏=去，过载@范睢@入=秦=。至湖，望见*车*骑从西来。@范睢@曰：“彼来者为谁？”@王稽@曰：“=秦=相@穰侯@东行县邑。”@范睢@曰：“吾闻@穰侯@专=
君臣,张君,须贾,→,079_范睢蔡泽列传,为君先入通於相君。”@须贾@待门下，持*车*良久，问门下曰：“范叔不出，何也？”门下曰：“无范叔。”@须贾@曰：“乡者与我载而入者。”门下曰：“乃吾相@张君@也。”@须贾@大惊，自知见卖，乃肉袒行，因
君臣,虞卿,乃发卒围,→,079_范睢蔡泽列传,魏=齐在@平原君@之家。王使人疾持其头来；不然，吾举兵而伐=赵=，又不出王之弟於关。”=赵=@孝成王@乃发卒围@平原君@家，急，=魏=齐夜亡出，见=赵=相@虞卿@。@虞卿@度=赵=王终不可说，乃解其相
君臣,国惠子,芮子,→,046_田敬仲完世家,之而输之*粟*。  ## [6] @田乞立阳生@  [6.1] $@景公@$$太子$死，後有宠姬曰$@芮子@$，生子@荼@。$@景公@$病，命其$相@国惠子@$与$@高昭子@$以子@荼@为$太子$。$
君臣,高,$以子,→,046_田敬仲完世家,@$$太子$死，後有宠姬曰$@芮子@$，生子@荼@。$@景公@$病，命其$相@国惠子@$与$@高昭子@$以子@荼@为$太子$。$@景公@$卒，两相@高@、@国@立@荼@，是为$@晏孺子@$。而$@田乞
君臣,田和,魏文侯,→,046_田敬仲完世家,&败&齐&=平陆=。  [10.2] %三年%，$@太公@$与$@魏文侯@$会=浊泽=，求为诸侯。$@魏文侯@$乃使使言$周天子$及诸侯，请立$齐相@田和@$为诸侯。$周天子$许之。$@康公@$之%十
君臣,栗腹,乐间,→,080_乐毅列传,@昌国君@；而@乐毅@往来复通=燕=，=燕=、=赵=以为$客卿$。@乐毅@卒於=赵=。  [15] @乐间@居=燕=%三十馀年%，=燕=@王喜@用其相@栗腹@之计，欲攻=赵=，而问@昌国君@@乐间@。
君臣,内部争议,田禄伯,→,106_吴王濞列传,"矣。""$条侯$曰：""善。""从其策，遂坚壁=昌邑=南，轻兵绝&吴&饟道。  ### [2.8] @吴王@内部争议  @吴王@之初发也，&吴&臣@田禄伯@为$大将军$。@田禄伯@曰：""兵屯聚而西，无佗奇道"
君臣,使人言,以^楚辞^与,→,122_酷吏列传,。三$长史$皆害@汤@，欲陷之。  [22] 始$长史$@硃买臣@，=会稽=人也。读^春秋^。@庄助@使人言@买臣@，@买臣@以^楚辞^与@助@俱幸，$侍中$，为$太中大夫$，用事；而@汤@乃为小吏，
君臣,张汤,义纵,→,122_酷吏列传,逆，当族，自杀。而@杜周@任用。  ## @杜周@从谀深刻  [38] @杜周@者，=南阳杜衍=人。@义纵@为$南阳守$，以为爪牙，举为$廷尉史$。事@张汤@，@汤@数言其无害，至$御史$。使案边失亡
君臣,不用其筴不以为将,"曰：""",→,089_张耳陈馀列传,"=，@张耳@、@陈馀@闻@周章@军入关，至=戏=卻；又闻诸将为@陈王@徇地，多以谗毁得罪诛，怨@陈王@不用其筴不以为将@而以@为$校尉$。乃说@武臣@曰：""@陈王@起=蕲=，至=陈=而王，非必立^六国"
君臣,父即&楚&$将$,父即&楚&$将$,任,007_项羽本纪,，=下相=人也，字@羽@。  [1.2] 初起时，年%二十四%。  [2.1] 其季父@项梁@，@梁@父即&楚&$将$@项燕@，为&秦&$将$@王翦@所戮者也。  [2.2] @项@氏世世为&楚&$将
君臣,蒙恬,蒙恬,任,007_项羽本纪,"起@为&秦&$将$，南征=鄢郢=，北阬=马服=，攻城略地，不可胜计，而竟赐死。""  [47.2] ""@蒙恬@为&秦&$将$，北逐~戎~人，开=榆中=地%数千里%，竟斩=阳周=。何者？功多，&秦&不能尽"
君臣,赵,公仲,→,043_赵世家,"：""求，未有可者。""有顷，$@烈侯@$复问。@公仲@终不与，乃称疾不朝。$@番吾君@$自&代&来，谓@公仲@曰：""君实好善，而未知所持。今@公仲@相@赵@，於今%四年%，亦有进士乎？""@公仲@曰：""未"
君臣,栗腹,廉颇,→,043_赵世家,=邯郸=廥烧。%十四年%，$@平原君赵胜@$死。  [32.2] %十五年%，以$@尉文@$封$相国@廉颇@$为$@信平君@$。$@燕王@$令$丞相@栗腹@$约驩，以五百*金*为@赵@王*酒*，还归，
君臣,纣,叔鲜,→,035_管蔡世家, ## @武王@封建诸弟  [2.2] @武王@已克&殷&@纣@，平〔天下〕，封$功臣$昆弟。於是封@叔鲜@於=管=，封@叔度@於=蔡=：%二人%相@纣@子@武庚禄父@，治&殷&遗民。封@叔旦@於&鲁
君臣,厓季,厓季,任,035_管蔡世家,@卫康叔@。封@季载@於=厓=。@厓季@、@康叔@皆有驯行，於是@周公@举@康叔@为&周&$司寇$，@厓季@为&周&$司空$，以佐@成王@治，皆有令名於〔天下〕。  ## @蔡仲@改行复封于蔡  [4
君臣,周公,周公,任,035_管蔡世家,## @蔡仲@改行复封于蔡  [4.4] @蔡叔度@既迁而死。其子曰@胡@，@胡@乃改行，率德驯善。@周公@闻之，而举@胡@以为&鲁&$卿士$，&鲁&国治。於是@周公@言於@成王@，复封@胡@於=蔡=
君臣,"怒曰：""宜乎王之欲杀若而立",告,→,040_楚世家,"也，告其傅@潘崇@曰：""何以得其实？""@崇@曰：""飨王之宠姬@江羋@而勿敬也。""@商臣@从之。@江羋@怒曰：""宜乎王之欲杀若而立@职@也。""@商臣@告@潘崇@曰：""信矣。""@崇@曰：""能事之乎？""曰："
君臣,成王,、&晋&侯,→,040_楚世家,蛮~，封以$子男$之田，姓&琇氏&，居=丹阳=。@楚子熊绎@与&鲁&@公伯禽@、&卫&@康叔@子@牟@、&晋&侯@燮@、&齐&@太公@子@吕伋@俱事@成王@。  [2.5] @熊绎@生@熊艾@，@熊艾
君臣,吕不韦,幽王,→,040_楚世家,至@哀王@  [95.99] %二十五年%，@考烈王@卒，子@幽王@@悍@立。@李园@杀@春申君@。@幽王@%三年%，&秦&、&魏&伐&楚&。&秦&相@吕不韦@卒。%九年%，&秦&灭&韩&。%十年%，
君臣,子驷,子驷,→,042_郑世家,，又与&楚&盟。  [33.4] @子驷@畏诛，故两亲&晋&、&楚&。  [33.5] %三年%，相@子驷@欲自立为君，$公子$$子孔$使@尉止@杀相@子驷@而代之。  [33.6] @子孔@又欲自立
君臣,田文,吴起,→,065_孙子吴起列传,"在险。若君不修德，*舟*中之人尽为敌国也。""@武侯@曰：""善。""  ## 不如田@文@  [12] @吴起@为=西河=守，甚有声名。=魏=置相，相@田文@。@吴起@不悦，谓@田文@曰：""请与子论功，可"
君臣,"$出奔=温=,立$","$出奔=温=,立$",任,034_燕召公世家,"@$%十二年%,&齐&$@桓公@$始霸。%十六年%,与&宋&、&卫&共伐&周&$@惠王@$,$@惠王@$出奔=温=,立$@惠王@$弟@穨@为&周&$王$。%十七年%,&郑&执&燕&@仲父@而内$@惠王"
君臣,"亡%二年%,而&燕&人共立$太子$","亡%二年%,而&燕&人共立$太子$",任,034_燕召公世家,"兵,以因北地之众以伐&燕&。士卒不战,*城门*不闭,&燕&$君$@哙@$死,&齐&大胜。&燕&@子之@亡%二年%,而&燕&人共立$太子$@平@$,是为&燕&$@昭王@$。  ## [16] @昭王求贤"
君臣,文,弘,→,112_平津侯主父列传,"自治而能治人者也,此%百世%不易之道也。  [7.4] 今陛下躬行大孝,鉴&三王&,建&周&道,兼$@文@$$@武@$,厉贤予禄,量能授$官$。今臣@弘@罢驽之质,无汗*马*之劳,陛下过意擢臣@弘@卒"
君臣,东方朔,",历数则",→,112_平津侯主父列传,"@卜式@,推贤则@韩安国@、@郑当时@,定令则@赵禹@、@张汤@,文章则@司马迁@、@相如@,滑稽则@东方朔@、@枚皋@,应对则@严助@、@硃买臣@,历数则@唐都@、@落下闳@,协^律^则@李延年@,"
君臣,黄霸,、,→,112_平津侯主父列传," [21.6] $将相$则@张安世@、@赵充国@、@魏相@、@邴吉@、@于定国@、@杜延年@,治民则@黄霸@、@王成@、@龚遂@、@郑弘@、@邵信臣@、@韩延寿@、@尹翁归@、@赵广汉@之属,皆有功迹"
君臣,蔺相如,蔺相如,任,081_廉颇蔺相如列传,破之，取=阳晋=，拜为$上卿$，以勇气闻於诸侯。  ## @蔺相如@  ### 出身  [2.1] @蔺相如@者，&赵&人也，为&赵&$宦者令$@缪贤@@舍人@。  ### @完璧归赵@  #### 
君臣,范,报智伯,→,086_刺客列传,"## [3.1] 时间引入  其後%七十馀年%而&晋&有@豫让@之事。  ### [3.2] @豫让@报智伯  @豫让@者,&晋&人也,故尝事@范@氏及@中行@氏,而无所知名。去而事@智伯@,@智伯@"
